label,device_type,flow_pkts_s,flow_byts_s,flow_duration_s,avg_pkt_len
DDoS,thermostat,278.1,134320.79,7.722,597.94
Normal,speaker,90.55,50420.35,0.479,594.65
Normal,camera,93.66,103394.81,2.383,708.36
Normal,camera,142.26,102118.51,3.371,630.64
DDoS,thermostat,453.33,78552.3,1.776,441.3
Normal,light,53.28,20422.74,3.148,723.64
Normal,speaker,79.54,38687.57,2.496,691.33
DDoS,camera,1084.0,682506.7,6.262,493.92
Normal,speaker,79.86,30260.08,1.487,779.18
Normal,speaker,71.97,69344.93,1.384,707.66
Normal,camera,135.44,77004.04,0.807,696.91
Normal,thermostat,74.9,8297.37,3.804,487.91
Normal,thermostat,76.02,50564.89,0.779,546.87
Normal,speaker,90.98,28111.73,4.723,686.83
DDoS,camera,762.0,433791.02,3.763,460.47
DDoS,light,285.57,81695.6,2.672,597.99
Normal,thermostat,67.19,100.0,4.595,687.96
Normal,light,59.71,21352.89,0.339,658.46
Normal,thermostat,81.9,44292.3,9.042,676.6
Normal,light,24.33,29421.86,2.361,636.77
Normal,speaker,84.98,13329.84,5.104,684.07
Normal,speaker,103.81,55312.94,0.8,635.19
DDoS,speaker,487.19,249705.83,3.456,518.45
Normal,camera,112.52,96541.03,1.255,691.98
Normal,light,52.65,27861.33,0.899,633.2
DDoS,camera,1074.59,464574.47,2.771,650.34
DDoS,thermostat,338.84,79997.29,2.455,310.43
Normal,thermostat,37.75,15679.17,1.958,619.3
DDoS,thermostat,563.37,78213.14,5.277,478.16
Normal,thermostat,75.71,35166.46,1.905,713.12
DDoS,speaker,674.98,165072.41,5.194,723.32
Normal,camera,103.29,91729.11,0.777,521.49
DDoS,light,333.35,146854.56,2.888,650.49
DDoS,thermostat,382.44,170353.89,4.45,282.67
DDoS,camera,859.86,290472.66,3.272,362.12
DDoS,camera,616.85,612817.17,11.707,548.3
Normal,speaker,106.11,36858.74,4.154,660.84
Normal,speaker,61.02,23656.8,1.668,722.67
Normal,speaker,62.2,25739.76,1.255,676.63
DDoS,speaker,444.27,177057.73,3.197,636.12
DDoS,camera,1231.07,664952.06,2.277,282.81
Normal,thermostat,77.69,29970.83,2.104,591.63
DDoS,light,351.59,57846.54,5.258,622.46
DDoS,thermostat,452.45,96119.55,13.631,445.68
DDoS,thermostat,239.55,196722.11,1.767,542.76
DDoS,thermostat,570.72,95313.11,6.084,552.04
Normal,light,65.9,9789.88,0.652,648.9
Normal,light,40.98,15244.28,4.329,709.62
Normal,camera,134.47,85106.49,4.335,691.6
Normal,thermostat,41.34,27281.03,5.002,739.26
Normal,light,52.15,38040.26,0.27,722.85
DDoS,light,370.5,69222.51,6.281,545.41
DDoS,camera,878.45,609529.0,3.534,249.48
Normal,light,47.96,19813.02,1.529,847.56
Normal,camera,101.55,75503.64,2.363,706.15
Normal,thermostat,73.95,28681.39,1.526,604.93
Normal,light,62.63,100.0,1.56,815.37
Normal,light,27.9,31307.77,7.932,639.19
Normal,camera,131.19,93367.19,0.607,652.27
Normal,light,71.24,26355.49,2.224,524.94
Normal,light,67.9,14507.81,2.656,577.93
Normal,light,37.31,100.0,1.301,648.16
Normal,light,47.52,18671.74,6.518,722.75
Normal,light,42.65,23985.5,1.633,650.05
Normal,thermostat,76.64,6229.7,3.274,612.78
Normal,camera,115.06,124216.89,2.958,834.42
DDoS,camera,606.92,291223.56,4.57,571.69
Normal,thermostat,44.03,100.0,5.095,707.77
Normal,light,8.06,19630.8,2.069,668.64
DDoS,thermostat,439.79,149788.25,5.848,575.22
Normal,camera,116.76,91184.91,4.517,618.34
DDoS,camera,1017.16,508134.32,2.001,663.69
Normal,thermostat,50.59,29656.23,2.16,850.86
Normal,camera,142.32,89676.52,5.818,775.53
Normal,light,67.84,27487.54,5.55,631.78
Normal,camera,160.66,94075.18,1.75,661.8
Normal,light,46.08,11075.19,2.794,584.25
Normal,speaker,46.94,53216.24,2.092,497.93
Normal,camera,115.14,70534.67,3.032,590.62
Normal,thermostat,84.26,23213.47,1.761,613.69
Normal,camera,151.41,81271.74,1.811,812.36
DDoS,light,324.14,68302.76,1.797,458.39
Normal,light,54.3,11403.1,2.766,624.77
Normal,thermostat,44.07,37307.52,1.665,665.5
Normal,thermostat,44.51,11421.17,5.084,597.49
DDoS,speaker,685.46,109427.87,4.585,591.24
Normal,camera,151.77,102866.56,5.035,638.86
Normal,camera,106.17,85174.92,2.147,557.21
Normal,speaker,83.38,46960.9,0.654,674.7
Normal,light,52.82,19095.85,3.446,660.39
DDoS,speaker,543.59,175119.3,12.195,556.63
DDoS,light,348.71,85078.48,4.824,661.83
Normal,speaker,69.75,31177.42,3.804,637.16
Normal,thermostat,45.02,44044.11,2.349,678.31
DDoS,light,146.88,51100.53,8.736,474.71
Normal,speaker,88.93,16127.85,2.591,604.14
DDoS,light,335.54,97344.67,8.025,472.54
DDoS,camera,907.93,561639.31,3.428,619.13
Normal,camera,115.98,89284.3,1.128,532.31
DDoS,camera,986.32,701111.85,6.086,385.78
Normal,camera,136.92,87743.9,5.765,644.9
DDoS,thermostat,392.58,134024.54,1.528,586.37
Normal,light,51.88,11811.35,1.742,575.82
Normal,light,5.67,13403.44,0.627,648.86
Normal,thermostat,102.01,16987.46,5.063,661.59
DDoS,light,308.51,52586.24,4.595,270.39
Normal,camera,126.62,82295.29,5.058,765.41
Normal,camera,139.12,104560.55,5.897,812.46
Normal,camera,133.89,112426.62,8.05,659.92
Normal,thermostat,64.52,44758.62,0.424,691.7
Normal,camera,111.03,94765.82,5.032,605.26
Normal,camera,132.58,90250.65,1.73,704.33
Normal,thermostat,76.81,50580.75,3.392,855.31
Normal,speaker,72.07,29422.4,4.564,643.0
Normal,camera,91.95,57963.84,1.514,590.31
Normal,light,55.78,21467.1,2.468,640.31
Normal,light,23.69,34840.38,2.225,630.55
DDoS,light,270.77,119179.33,4.815,404.6
Normal,speaker,95.07,33872.56,4.57,718.35
DDoS,camera,607.23,390209.38,4.091,379.15
DDoS,camera,876.42,428597.15,1.469,335.12
Normal,speaker,28.39,31852.25,1.969,687.73
Normal,thermostat,40.83,30325.12,2.353,647.34
DDoS,light,419.2,41618.9,2.312,492.66
Normal,light,58.65,35803.65,1.709,669.47
Normal,light,35.08,4642.92,2.399,639.57
DDoS,speaker,467.69,137000.96,1.37,601.3
Normal,speaker,104.88,44795.12,3.353,651.25
DDoS,light,179.72,63817.44,3.386,517.59
Normal,camera,121.25,82373.31,7.105,777.19
DDoS,speaker,434.13,211700.33,2.047,495.47
Normal,camera,99.56,89726.8,1.976,585.09
Normal,camera,124.94,95016.25,0.843,653.02
Normal,speaker,66.13,14117.28,1.164,604.67
Normal,camera,100.4,86437.48,4.111,686.28
DDoS,camera,1076.84,194290.81,5.522,656.23
Normal,camera,126.58,97054.56,0.472,752.81
DDoS,speaker,520.16,197081.59,2.749,382.7
Normal,thermostat,31.22,27764.62,1.403,486.04
Normal,light,84.53,14881.54,4.873,527.36
Normal,camera,147.67,81599.18,0.493,599.36
Normal,light,39.21,15771.73,1.904,592.47
Normal,light,58.45,10146.28,1.798,628.02
Normal,thermostat,48.4,26936.96,2.818,600.7
DDoS,thermostat,433.34,154431.72,1.139,474.5
DDoS,camera,999.1,425548.34,3.217,359.52
Normal,speaker,64.91,66222.01,3.629,810.08
Normal,light,25.0,19275.14,6.327,625.3
Normal,speaker,81.66,38040.84,2.386,718.86
Normal,thermostat,100.45,4137.21,1.128,611.8
Normal,light,37.9,23577.49,4.726,510.04
Normal,light,37.21,30172.4,0.625,684.17
DDoS,light,513.07,64479.17,10.053,511.7
DDoS,speaker,492.07,207573.61,3.881,809.23
Normal,thermostat,71.54,25131.7,1.548,560.95
Normal,camera,134.12,100348.44,3.428,711.06
Normal,light,7.47,100.0,7.521,542.72
DDoS,light,304.39,62793.53,2.784,337.01
Normal,light,50.6,13877.54,1.812,670.64
Normal,camera,150.52,99382.36,0.415,634.5
DDoS,thermostat,283.79,101908.49,10.129,459.84
Normal,thermostat,77.29,18744.05,2.178,729.6
Normal,thermostat,48.26,26796.03,5.054,705.53
Normal,light,17.9,27660.25,0.173,591.99
Normal,light,1.0,25687.73,0.673,704.95
Normal,camera,131.67,100888.69,1.744,675.33
Normal,thermostat,81.94,27784.17,5.118,458.88
Normal,camera,140.3,90526.48,1.715,622.87
Normal,camera,87.72,89450.23,3.944,581.51
DDoS,light,323.75,118711.81,1.713,531.77
Normal,speaker,44.44,32603.74,1.56,705.19
Normal,thermostat,36.61,24731.82,1.428,731.96
DDoS,light,299.48,101964.93,4.696,538.11
DDoS,speaker,608.7,198373.19,5.126,535.43
DDoS,speaker,675.75,108934.94,14.125,567.65
Normal,camera,120.89,98242.48,4.383,568.01
Normal,speaker,65.56,47179.33,3.76,628.63
DDoS,thermostat,348.34,108041.63,0.906,601.31
DDoS,thermostat,391.22,169662.49,2.696,644.08
Normal,camera,109.43,90228.86,2.437,563.87
DDoS,thermostat,388.98,141306.7,3.094,307.52
Normal,camera,130.37,92143.05,3.912,649.36
DDoS,camera,822.75,397056.7,7.319,406.51
DDoS,thermostat,466.31,110249.3,5.15,539.45
DDoS,speaker,715.32,241150.21,7.582,545.46
DDoS,speaker,407.66,79801.13,4.123,552.63
DDoS,thermostat,379.46,196367.28,11.134,540.41
Normal,speaker,44.63,27437.66,1.995,675.11
Normal,speaker,55.14,36981.23,1.099,669.51
Normal,light,60.59,9256.75,6.542,580.55
Normal,camera,110.3,95885.99,3.062,633.3
DDoS,light,223.13,58560.77,1.134,541.26
Normal,speaker,76.22,37203.97,0.703,649.04
Normal,light,50.8,331.05,6.029,803.54
Normal,thermostat,74.61,9576.58,6.335,601.06
DDoS,thermostat,516.67,138315.57,8.304,727.32
Normal,light,67.38,28435.82,3.743,640.11
Normal,thermostat,72.32,20543.24,3.547,504.83
Normal,camera,135.18,94711.07,0.648,595.16
DDoS,thermostat,393.01,98275.5,2.878,602.47
Normal,speaker,88.89,3072.85,2.369,527.29
DDoS,speaker,637.02,184501.22,4.399,531.48
Normal,camera,114.81,102898.29,0.823,437.46
Normal,speaker,74.24,32105.56,1.483,708.57
DDoS,thermostat,517.01,70273.28,9.412,528.98
Normal,light,32.56,26726.03,1.619,676.38
Normal,light,80.82,31640.98,2.764,617.97
Normal,speaker,95.27,32888.26,0.746,760.69
Normal,speaker,73.06,46568.49,2.824,613.68
Normal,thermostat,53.25,37648.43,0.12,453.66
Normal,speaker,82.2,42248.0,3.601,530.59
Normal,camera,117.21,84820.36,4.817,681.99
Normal,light,59.44,19491.22,2.392,644.59
DDoS,light,183.91,45867.44,5.754,525.98
DDoS,light,331.77,89847.72,0.248,539.09
Normal,camera,105.41,63122.08,2.888,617.57
Normal,speaker,71.09,31149.25,0.786,612.49
Normal,camera,86.68,87657.79,3.381,622.57
Normal,camera,112.71,71383.07,2.037,659.82
Normal,light,33.66,10135.17,2.817,791.51
Normal,thermostat,55.07,18778.24,4.849,585.39
Normal,speaker,62.05,31700.19,2.436,602.62
Normal,thermostat,56.6,26122.55,2.039,742.74
Normal,camera,113.76,93085.96,3.227,518.52
DDoS,speaker,583.02,127925.52,13.238,778.18
Normal,thermostat,53.4,13210.19,3.449,508.91
Normal,camera,99.05,93852.08,2.225,608.23
DDoS,light,403.61,98222.23,1.893,730.32
Normal,thermostat,46.2,34683.53,4.124,561.73
Normal,light,60.06,12680.72,2.048,648.94
Normal,thermostat,61.55,28272.33,0.654,569.47
Normal,speaker,112.17,31548.65,5.99,744.04
Normal,speaker,54.38,21771.21,7.274,696.12
DDoS,light,327.02,98448.76,3.357,587.01
Normal,camera,120.62,103810.52,3.284,716.33
Normal,speaker,53.67,27647.58,1.011,543.9
DDoS,light,340.12,111477.52,2.423,615.77
DDoS,light,280.53,98808.3,4.668,630.9
Normal,thermostat,39.16,16205.14,6.588,700.42
DDoS,speaker,626.14,157520.7,4.702,587.33
Normal,light,44.47,36590.64,2.023,611.63
Normal,camera,98.1,74218.7,2.879,723.84
Normal,thermostat,50.05,22335.49,0.765,667.37
Normal,speaker,61.86,36383.48,4.643,528.47
DDoS,camera,1032.85,454138.34,1.48,374.26
Normal,speaker,64.29,32240.96,0.915,663.01
Normal,light,34.56,29660.86,4.295,737.45
Normal,light,23.27,17622.28,2.178,616.34
Normal,camera,113.47,90286.38,0.745,632.0
Normal,camera,97.14,106107.6,2.729,794.98
Normal,speaker,69.59,35819.84,2.967,598.76
DDoS,camera,812.68,410017.71,3.21,477.93
Normal,light,97.2,27037.88,0.759,451.77
Normal,thermostat,50.05,8835.05,1.122,601.43
Normal,camera,111.95,77851.44,1.804,756.48
Normal,camera,142.86,100074.46,3.464,617.54
Normal,thermostat,75.27,12044.78,1.197,735.52
DDoS,speaker,537.83,136230.49,6.806,545.91
DDoS,thermostat,413.96,165729.27,0.67,503.29
Normal,thermostat,61.44,43481.57,5.152,603.93
Normal,thermostat,74.24,18686.95,1.793,680.46
DDoS,thermostat,407.62,110501.75,2.192,614.61
Normal,thermostat,123.16,32298.91,5.395,711.45
Normal,speaker,66.28,41523.88,4.865,644.38
Normal,thermostat,96.35,39690.04,0.087,625.94
DDoS,thermostat,566.43,133289.79,3.055,559.27
Normal,camera,128.65,93647.3,0.958,695.35
DDoS,speaker,896.38,133985.04,2.47,607.88
DDoS,camera,849.72,347388.63,0.349,540.82
Normal,camera,102.35,82545.19,4.382,719.96
DDoS,light,324.51,78652.09,2.927,532.89
DDoS,light,289.34,52833.98,10.644,494.39
Normal,thermostat,64.52,25869.21,0.523,712.43
Normal,thermostat,62.76,23963.96,2.767,564.02
Normal,light,1.35,18727.65,6.361,810.92
Normal,camera,100.84,100630.09,6.082,736.32
Normal,speaker,56.92,36460.38,1.821,663.36
Normal,light,21.16,18799.68,2.998,610.83
Normal,thermostat,71.17,34688.06,0.114,632.19
DDoS,thermostat,468.81,103086.69,1.55,523.83
Normal,camera,128.62,115932.77,0.691,616.24
Normal,light,53.11,23416.75,3.36,591.19
Normal,thermostat,99.1,40858.84,4.358,587.67
Normal,thermostat,47.64,30702.75,4.682,693.8
Normal,light,61.47,40519.12,2.664,583.37
Normal,speaker,39.46,34618.86,6.51,531.96
Normal,thermostat,52.49,22281.67,3.663,632.93
DDoS,speaker,371.17,118598.03,3.253,657.51
DDoS,thermostat,272.04,188077.21,4.267,615.67
Normal,camera,106.05,93729.99,5.285,686.7
DDoS,camera,1133.92,479164.03,7.222,620.73
DDoS,thermostat,385.96,122038.52,1.912,760.05
Normal,camera,134.42,69633.83,2.579,722.52
DDoS,camera,926.11,570651.38,1.423,663.18
DDoS,speaker,464.85,213378.34,15.242,580.85
Normal,speaker,56.74,28033.62,0.288,834.56
Normal,light,35.11,17267.69,5.774,807.41
Normal,camera,117.49,78019.55,0.391,574.04
Normal,camera,106.55,85431.32,1.098,551.83
DDoS,camera,908.28,245130.3,2.467,565.81
Normal,light,65.07,41891.19,3.6,628.85
DDoS,speaker,465.14,118406.91,4.586,696.73
DDoS,thermostat,435.44,137374.05,5.605,523.53
Normal,camera,111.81,78876.14,0.54,582.23
DDoS,thermostat,554.86,142810.7,2.721,480.62
Normal,thermostat,112.67,25764.37,8.974,674.19
Normal,thermostat,79.58,38486.35,6.96,610.13
Normal,light,25.1,9885.23,7.66,640.27
Normal,light,85.43,100.0,0.854,565.65
Normal,camera,87.81,112598.45,1.396,694.38
DDoS,camera,1094.08,362904.98,2.296,537.39
DDoS,speaker,415.35,84216.36,4.184,622.19
Normal,camera,134.34,77471.22,2.656,642.82
DDoS,camera,858.6,457950.58,2.619,463.81
DDoS,camera,786.89,285849.85,8.888,651.2
Normal,camera,126.15,90848.91,5.602,491.52
Normal,thermostat,38.56,28652.35,0.632,566.5
DDoS,speaker,472.78,109958.49,5.337,544.3
Normal,thermostat,86.45,25568.84,2.986,644.9
Normal,thermostat,68.88,22622.45,0.988,592.0
Normal,light,41.21,38031.3,2.859,672.94
DDoS,thermostat,385.07,135823.75,2.281,491.41
Normal,speaker,74.32,44802.14,5.748,460.79
Normal,speaker,63.08,31380.26,0.998,574.01
Normal,camera,142.07,109755.95,5.616,643.27
DDoS,light,193.29,105464.15,3.707,731.6
Normal,thermostat,34.82,26661.48,2.088,698.23
Normal,speaker,74.31,55666.79,4.115,588.63
DDoS,thermostat,622.14,123639.7,6.093,731.19
Normal,speaker,77.97,36280.88,4.975,582.04
DDoS,light,347.65,63787.25,4.383,631.4
DDoS,camera,729.79,331242.64,4.01,709.35
DDoS,thermostat,599.98,122142.68,2.86,593.82
Normal,speaker,67.33,29064.68,1.399,727.12
Normal,speaker,55.75,58026.11,1.002,636.72
DDoS,camera,1097.01,642386.83,1.735,541.96
DDoS,light,292.56,75567.85,1.613,430.91
Normal,thermostat,61.57,42720.32,2.58,633.68
DDoS,camera,572.89,481653.41,6.311,512.59
Normal,thermostat,60.86,2898.88,5.652,699.22
Normal,camera,106.99,84112.46,1.148,645.8
Normal,speaker,62.47,39022.8,1.523,573.87
DDoS,thermostat,501.97,121274.17,9.929,434.34
Normal,speaker,89.13,37342.74,1.226,776.15
Normal,camera,148.76,39766.23,2.766,832.52
DDoS,thermostat,491.17,149609.81,3.293,269.76
Normal,camera,140.55,70219.54,5.701,645.37
Normal,camera,114.1,83758.17,4.088,685.07
Normal,camera,119.94,72255.9,3.756,613.98
Normal,camera,129.88,90445.5,7.919,648.81
DDoS,light,353.0,134040.25,6.076,560.22
DDoS,camera,1085.35,507431.63,3.786,626.7
Normal,thermostat,50.0,48651.51,1.32,500.13
DDoS,thermostat,435.67,111758.29,1.227,461.02
Normal,speaker,72.56,25608.43,2.625,566.72
Normal,speaker,102.05,20213.78,4.059,730.88
Normal,thermostat,47.35,28684.66,0.639,573.14
Normal,thermostat,44.38,29807.7,9.513,591.74
Normal,camera,126.83,80235.8,0.955,557.67
Normal,speaker,84.2,54137.41,4.252,713.55
Normal,camera,97.45,81439.03,2.881,781.68
Normal,camera,118.51,82730.3,1.28,458.54
Normal,camera,112.31,95020.97,7.015,687.93
Normal,thermostat,45.64,18830.47,2.419,646.8
DDoS,camera,744.99,474540.9,4.926,446.01
Normal,light,61.24,100.0,5.509,658.3
Normal,camera,104.77,93402.4,1.617,641.46
DDoS,light,214.44,64381.22,7.978,508.84
DDoS,camera,958.01,469870.39,2.972,361.66
Normal,camera,138.32,77247.46,5.024,407.7
Normal,speaker,120.15,41295.42,3.304,531.56
DDoS,camera,294.13,616749.12,2.308,549.18
Normal,speaker,88.39,28608.53,1.714,565.9
DDoS,thermostat,232.85,141121.0,2.122,320.34
DDoS,camera,664.77,444360.66,0.41,738.81
Normal,speaker,98.3,31146.02,2.867,656.89
DDoS,camera,879.31,210801.94,4.684,562.19
Normal,speaker,91.09,20896.17,3.584,750.47
Normal,camera,133.31,83127.3,2.092,621.66
DDoS,speaker,392.43,224407.29,6.263,281.57
Normal,camera,170.1,92513.26,5.475,491.26
DDoS,thermostat,308.75,34788.33,3.446,427.19
DDoS,light,210.52,113341.0,4.882,535.57
DDoS,speaker,541.7,170386.2,4.73,338.64
Normal,speaker,45.62,21896.41,7.422,527.84
Normal,speaker,55.96,48549.0,1.585,520.06
Normal,speaker,73.21,49245.33,4.711,675.56
Normal,camera,89.84,72755.53,4.65,729.08
Normal,camera,140.62,110067.2,6.385,694.44
DDoS,camera,801.63,392042.87,4.282,479.43
DDoS,thermostat,321.18,113611.52,4.526,335.12
Normal,thermostat,76.61,20797.92,0.318,580.03
Normal,thermostat,53.38,25295.74,0.393,633.12
DDoS,camera,848.17,200565.19,2.97,842.48
Normal,light,57.57,30975.7,3.861,625.69
Normal,camera,151.08,103431.27,1.732,660.51
DDoS,thermostat,299.5,102546.78,5.104,783.16
DDoS,thermostat,452.74,102522.81,2.444,513.31
Normal,light,10.37,19525.55,5.812,660.04
DDoS,light,277.04,97706.65,4.205,442.3
Normal,light,56.78,2121.59,9.445,639.7
DDoS,camera,603.6,507072.7,4.754,438.42
Normal,thermostat,59.06,24172.34,3.181,714.33
Normal,camera,151.29,103216.14,2.245,588.64
DDoS,thermostat,347.84,177218.1,11.135,661.03
Normal,thermostat,58.29,38772.59,3.979,684.07
DDoS,camera,645.7,688103.7,4.219,620.75
DDoS,camera,777.9,530515.9,7.755,402.92
DDoS,speaker,543.91,202322.55,3.271,310.32
DDoS,speaker,402.24,302443.12,5.195,397.06
Normal,thermostat,31.22,39030.72,2.192,678.38
DDoS,camera,682.15,464600.13,5.377,573.87
Normal,camera,120.38,62773.23,3.608,564.48
Normal,thermostat,74.94,1020.21,4.476,630.11
DDoS,speaker,638.61,193449.03,3.863,613.83
Normal,camera,145.13,77623.65,5.427,597.27
Normal,light,60.63,11221.66,1.421,795.83
Normal,camera,123.57,105958.42,2.998,631.3
Normal,speaker,43.97,36767.58,2.581,723.11
DDoS,thermostat,440.57,67019.28,1.284,471.03
Normal,light,29.64,1710.06,8.04,650.27
Normal,thermostat,71.77,45953.26,3.135,698.08
DDoS,light,253.91,64707.22,7.219,355.86
Normal,camera,131.79,75429.16,4.096,667.36
Normal,camera,117.53,84531.96,1.945,600.81
Normal,speaker,47.37,34529.37,2.628,577.77
Normal,speaker,96.36,26981.68,7.914,574.73
Normal,speaker,47.83,58331.96,1.723,780.66
DDoS,light,445.28,107546.67,3.83,432.8
Normal,speaker,77.78,18732.4,2.427,697.58
DDoS,camera,643.69,532033.14,1.868,574.13
DDoS,thermostat,408.22,107587.25,5.87,423.41
DDoS,thermostat,646.49,99774.93,8.409,598.33
Normal,light,51.78,17400.91,6.486,650.51
Normal,thermostat,53.42,100.0,1.911,724.34
Normal,camera,141.17,96741.16,0.533,672.18
DDoS,light,285.27,120016.69,6.952,477.62
Normal,speaker,92.71,31237.92,1.536,702.01
Normal,thermostat,59.73,37353.18,0.518,535.39
Normal,camera,147.05,107233.9,2.724,566.0
Normal,camera,138.17,83604.47,1.274,633.72
Normal,camera,125.57,86346.18,1.179,696.07
Normal,camera,149.21,101343.92,10.24,632.67
Normal,light,43.33,23327.0,2.363,472.4
Normal,light,35.7,30781.03,0.432,720.12
Normal,light,82.28,12787.54,1.458,600.08
DDoS,thermostat,633.21,111404.64,3.924,452.53
Normal,speaker,91.86,40636.21,4.387,571.52
Normal,camera,128.14,78987.55,3.352,601.13
Normal,thermostat,61.81,19510.11,1.15,626.53
Normal,speaker,81.72,30919.88,0.224,539.74
DDoS,camera,993.8,454246.73,10.73,647.95
Normal,camera,159.11,85077.89,0.731,783.93
DDoS,speaker,607.48,196832.47,7.75,536.75
DDoS,thermostat,423.37,89509.45,2.174,409.31
DDoS,light,312.35,86191.7,7.972,483.79
Normal,camera,124.88,98584.78,2.274,499.03
Normal,light,39.59,24201.78,4.224,620.37
DDoS,thermostat,291.95,154881.56,4.393,585.34
Normal,camera,113.76,119669.66,1.661,641.78
DDoS,light,330.94,133866.14,2.004,483.41
DDoS,camera,1207.64,386461.98,6.78,460.12
DDoS,thermostat,522.92,178577.95,3.255,329.21
Normal,camera,112.59,81996.98,3.727,678.76
DDoS,camera,750.95,264935.19,3.483,463.74
DDoS,camera,762.54,525758.39,3.324,629.31
DDoS,camera,927.33,357948.22,5.354,418.4
Normal,speaker,100.5,26418.45,1.885,680.12
Normal,camera,149.8,100173.79,5.905,696.57
